Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
43,Female,Large,Married,No,Canada,Unemployed,Bachelor,3866,"Gardening, Cooking, Gaming, Art",Ambivert,Educational
62,Female,Medium,Married,Yes,Germany,Developer,Master,3705,"Dancing, Traveling",Extrovert,Entertainment
43,Female,Medium,Married,No,France,Artist,Bachelor,2552,"Art, Music, Cooking",Ambivert,Entertainment
50,Male,Medium,Widowed,Yes,Japan,Engineer,Secondary,3939,"Traveling, Music, Gardening, Sports",Extrovert,Entertainment
61,Female,Medium,Married,No,Brazil,Doctor,Secondary,5435,"Gardening, Gaming, Sports, Traveling",Extrovert,Educational
64,Male,Medium,Divorced,Yes,Japan,Teacher,Bachelor,3766,"Sports, Photography, Music, Gaming",Ambivert,Educational
41,Female,Small,Single,No,France,Chef,Secondary,3880,"Music, Sports, Dancing, Art",Introvert,Entertainment
38,Female,Medium,Single,No,Spain,Doctor,Secondary,4007,"Traveling, Dancing",Ambivert,Entertainment
27,Male,Large,Single,Yes,Spain,Doctor,Secondary,1447,"Gardening, Traveling, Cooking",Introvert,Entertainment
43,Female,Small,Divorced,No,Canada,Student,Bachelor,3752,"Sports, Dancing, Art, Gardening",Ambivert,Entertainment
62,Male,Small,Married,No,United States,Manager,Secondary,1980,"Music, Cooking, Reading, Traveling",Ambivert,Educational
41,Male,Small,Single,No,United States,Doctor,PhD,2492,"Gaming, Sports",Ambivert,Educational
34,Female,Small,Widowed,Yes,Japan,Unemployed,Master,5794,"Gaming, Dancing",Ambivert,Entertainment
23,Female,Large,Divorced,No,Germany,Student,Secondary,2896,"Reading, Traveling, Music, Gardening",Ambivert,Educational
36,Male,Medium,Single,Yes,France,Sales,Master,2312,"Music, Dancing, Cooking",Introvert,Entertainment
29,Male,Medium,Married,Yes,United States,Doctor,Bachelor,4583,"Traveling, Dancing, Gardening",Introvert,Entertainment
64,Female,Large,Married,No,Spain,Developer,Master,2063,"Photography, Gaming, Dancing",Ambivert,Entertainment
43,Male,Medium,Single,Yes,Japan,Unemployed,Bachelor,2663,"Cooking, Gardening, Traveling, Photography",Introvert,Educational
24,Female,Large,Married,Yes,Poland,Student,Secondary,4699,"Sports, Art",Extrovert,Entertainment
21,Female,Large,Single,No,Spain,Developer,Secondary,3251,"Gardening, Dancing",Ambivert,Entertainment
58,Male,Medium,Divorced,No,Japan,Student,PhD,1326,"Sports, Art",Extrovert,Educational
62,Female,Medium,Married,No,France,Unemployed,Master,3853,"Sports, Art, Music",Extrovert,Entertainment
54,Female,Medium,Divorced,Yes,India,Doctor,Bachelor,2724,"Music, Reading, Traveling, Cooking",Ambivert,Educational
23,Male,Large,Married,No,Brazil,Developer,Bachelor,5048,"Photography, Gaming, Traveling",Ambivert,Entertainment
22,Male,Small,Single,No,Spain,Designer,Bachelor,2473,"Gardening, Cooking",Extrovert,Entertainment
27,Female,Medium,Single,Yes,Japan,Chef,Master,4461,"Photography, Cooking, Reading",Introvert,Educational
54,Male,Medium,Married,Yes,Spain,Sales,Bachelor,5331,"Music, Art, Gardening",Ambivert,Entertainment
54,Male,Medium,Single,No,France,Chef,Secondary,2179,"Cooking, Gardening",Introvert,Educational
58,Female,Large,Married,Yes,Japan,Developer,Secondary,2968,"Reading, Gaming, Cooking",Extrovert,Educational
22,Female,Medium,Single,Yes,United States,Teacher,Bachelor,3666,"Photography, Traveling",Extrovert,Entertainment
25,Male,Small,Single,No,France,Sales,Secondary,2171,"Gardening, Sports",Ambivert,Entertainment
61,Female,Medium,Married,No,Germany,Student,Master,3524,"Sports, Reading, Traveling, Cooking",Ambivert,Educational
62,Male,Large,Married,Yes,United States,Unemployed,Master,2930,"Music, Traveling",Ambivert,Educational
52,Female,Medium,Married,No,Germany,Designer,Secondary,2906,"Art, Sports, Photography, Gardening",Ambivert,Educational
23,Male,Large,Married,Yes,Canada,Artist,Master,3259,"Gardening, Art, Sports, Music",Ambivert,Entertainment
21,Male,Large,Single,No,Japan,Teacher,Bachelor,3286,"Dancing, Music",Extrovert,Entertainment
20,Female,Large,Married,Yes,Canada,Artist,Bachelor,3397,"Art, Music, Gardening, Dancing",Introvert,Entertainment
51,Male,Medium,Married,Yes,France,Artist,Secondary,2481,"Cooking, Reading",Introvert,Educational
58,Male,Medium,Married,No,Canada,Student,Bachelor,2534,"Dancing, Gaming, Photography",Introvert,Entertainment
48,Male,Large,Single,No,Germany,Sales,PhD,3058,"Reading, Cooking, Traveling",Ambivert,Educational
30,Female,Large,Married,Yes,France,Manager,Bachelor,3146,"Music, Traveling",Extrovert,Entertainment
54,Female,Small,Single,Yes,Germany,Unemployed,Bachelor,2673,"Gardening, Photography, Dancing, Music",Ambivert,Entertainment
20,Male,Small,Married,No,Brazil,Manager,Primary,3589,"Gaming, Gardening, Music",Ambivert,Entertainment
57,Male,Medium,Single,No,Japan,Chef,Secondary,1022,"Reading, Gaming",Extrovert,Educational
60,Female,Large,Divorced,No,Spain,Designer,Bachelor,2323,"Art, Photography",Introvert,Educational
52,Female,Large,Married,No,Brazil,Artist,Bachelor,2864,"Traveling, Photography, Cooking",Extrovert,Educational
60,Female,Medium,Married,No,Canada,Student,Master,2173,"Dancing, Gardening",Extrovert,Entertainment
46,Male,Small,Married,No,United States,Designer,Bachelor,5155,"Traveling, Cooking",Extrovert,Entertainment
40,Male,Medium,Married,No,Japan,Student,Secondary,3223,"Dancing, Gardening, Cooking, Art",Ambivert,Entertainment
33,Male,Large,Single,Yes,Japan,Engineer,Secondary,3412,"Reading, Traveling, Music, Sports",Ambivert,Entertainment
62,Female,Medium,Married,Yes,Canada,Artist,Secondary,2620,"Cooking, Traveling, Photography, Gaming",Introvert,Educational
51,Female,Small,Widowed,Yes,Japan,Artist,Secondary,3181,"Traveling, Gardening",Introvert,Educational
27,Female,Medium,Single,Yes,United States,Designer,Secondary,1742,"Music, Gardening, Cooking",Introvert,Entertainment
63,Male,Large,Single,No,Spain,Unemployed,Master,2996,"Music, Gaming, Art, Sports",Introvert,Entertainment
20,Female,Medium,Married,No,Nigeria,Doctor,Bachelor,2076,"Cooking, Dancing",Extrovert,Entertainment
46,Female,Small,Single,No,France,Doctor,Master,2867,"Dancing, Gardening, Art",Ambivert,Educational
27,Female,Medium,Married,No,Canada,Designer,Master,600,"Art, Gaming, Reading",Ambivert,Educational
49,Female,Large,Married,Yes,Germany,Artist,Secondary,1846,"Gardening, Photography, Traveling, Reading",Ambivert,Educational
37,Male,Medium,Married,Yes,United States,Designer,Bachelor,4957,"Gaming, Cooking, Art, Music",Ambivert,Entertainment
38,Male,Medium,Single,Yes,Nigeria,Engineer,Secondary,4196,"Art, Gaming, Gardening",Introvert,Educational
50,Male,Small,Single,No,Poland,Sales,Secondary,4783,"Photography, Cooking",Introvert,Educational
54,Male,Medium,Divorced,No,Germany,Engineer,Secondary,4865,"Traveling, Sports, Music, Reading",Ambivert,Educational
36,Female,Large,Single,Yes,India,Student,Secondary,4008,"Sports, Art, Cooking",Extrovert,Entertainment
65,Female,Large,Married,No,France,Doctor,Bachelor,2657,"Gaming, Reading, Traveling",Introvert,Educational
41,Female,Medium,Single,No,Canada,Doctor,Bachelor,1955,"Gaming, Reading, Sports, Cooking",Extrovert,Educational
25,Male,Large,Single,Yes,Brazil,Doctor,Bachelor,4576,"Gardening, Reading",Ambivert,Educational
18,Male,Medium,Married,Yes,Nigeria,Teacher,Bachelor,3277,"Cooking, Traveling, Photography",Ambivert,Educational
27,Female,Large,Single,No,Brazil,Sales,Master,6193,"Photography, Reading, Art, Cooking",Introvert,Educational
51,Male,Small,Married,No,Spain,Developer,Master,2762,"Dancing, Photography, Music, Art",Ambivert,Entertainment
43,Male,Medium,Married,Yes,Nigeria,Unemployed,Master,5567,"Reading, Art",Ambivert,Educational
34,Female,Large,Divorced,Yes,United States,Unemployed,Bachelor,3012,"Dancing, Reading, Gardening, Cooking",Introvert,Entertainment
41,Male,Large,Divorced,No,France,Engineer,Secondary,4803,"Music, Gardening, Gaming, Photography",Extrovert,Entertainment
58,Male,Large,Single,Yes,India,Manager,Bachelor,5236,"Sports, Reading, Photography",Ambivert,Educational
45,Female,Medium,Single,No,Germany,Unemployed,Bachelor,1972,"Art, Music",Introvert,Entertainment
20,Female,Large,Divorced,Yes,United States,Doctor,Secondary,2618,"Gardening, Photography",Ambivert,Educational
20,Male,Medium,Single,No,Japan,Designer,Master,1960,"Cooking, Art",Introvert,Educational
41,Male,Small,Single,Yes,Brazil,Manager,Master,1724,"Photography, Gardening, Traveling, Art",Extrovert,Educational
37,Male,Medium,Single,Yes,India,Doctor,PhD,4000,"Photography, Reading, Music, Art",Introvert,Educational
58,Female,Medium,Married,No,Spain,Engineer,Secondary,2964,"Art, Traveling, Cooking",Ambivert,Educational
45,Male,Medium,Single,No,Canada,Artist,Secondary,3263,"Cooking, Music, Sports, Dancing",Ambivert,Entertainment
54,Male,Large,Single,Yes,Japan,Engineer,Secondary,3867,"Dancing, Sports, Traveling",Introvert,Entertainment
46,Female,Medium,Married,No,Japan,Teacher,Master,971,"Sports, Art, Traveling, Gaming",Ambivert,Educational
34,Male,Small,Married,Yes,Nigeria,Developer,Bachelor,4744,"Photography, Dancing, Reading",Ambivert,Educational
49,Female,Small,Single,No,United States,Chef,Master,2781,"Photography, Gaming, Gardening, Cooking",Extrovert,Educational
47,Female,Large,Married,No,Spain,Sales,Master,3839,"Cooking, Music",Ambivert,Entertainment
52,Male,Small,Married,Yes,Poland,Designer,Secondary,3945,"Music, Gaming, Reading",Introvert,Educational
27,Female,Large,Single,No,Canada,Engineer,Secondary,4845,"Music, Dancing, Sports, Traveling",Ambivert,Entertainment
48,Male,Small,Single,Yes,Canada,Artist,Master,3074,"Art, Gaming, Reading, Cooking",Ambivert,Educational
31,Male,Medium,Single,No,Spain,Designer,Secondary,652,"Reading, Dancing, Photography",Ambivert,Educational
55,Male,Large,Single,No,Japan,Engineer,Bachelor,3269,"Cooking, Photography, Gaming",Extrovert,Educational
56,Male,Medium,Divorced,No,Japan,Developer,Bachelor,3441,"Art, Reading, Sports",Introvert,Educational
47,Male,Large,Single,No,Poland,Doctor,Bachelor,1959,"Photography, Gaming, Traveling",Ambivert,Educational
63,Male,Small,Divorced,Yes,India,Manager,PhD,3377,"Photography, Traveling, Art, Gardening",Ambivert,Educational
43,Male,Medium,Single,No,United States,Developer,Secondary,2767,"Photography, Cooking, Sports",Introvert,Entertainment
19,Male,Medium,Single,No,Germany,Student,Bachelor,1589,"Reading, Gardening, Art",Ambivert,Educational
47,Female,Large,Married,Yes,Brazil,Engineer,PhD,4006,"Art, Gaming, Reading",Introvert,Educational
55,Female,Small,Married,No,Canada,Developer,Secondary,2524,"Gardening, Dancing",Extrovert,Entertainment
22,Female,Medium,Single,No,Germany,Sales,Bachelor,2712,"Music, Gaming",Introvert,Entertainment
23,Male,Medium,Single,Yes,Japan,Engineer,Master,2645,"Art, Traveling",Ambivert,Educational
31,Male,Large,Married,Yes,India,Developer,Secondary,4683,"Cooking, Dancing, Art",Ambivert,Entertainment
58,Male,Large,Single,No,Japan,Engineer,Secondary,3151,"Music, Dancing, Cooking",Ambivert,Entertainment
43,Female,Large,Married,Yes,Japan,Designer,Secondary,3295,"Cooking, Music, Sports",Ambivert,Educational
64,Female,Medium,Married,No,India,Teacher,Secondary,2671,"Music, Gaming, Dancing",Ambivert,Entertainment
59,Female,Medium,Single,No,Germany,Doctor,Secondary,3755,"Photography, Sports, Reading, Cooking",Extrovert,Educational
44,Male,Large,Married,No,Poland,Engineer,Secondary,4819,"Photography, Dancing, Sports, Gaming",Ambivert,Entertainment
50,Male,Large,Single,Yes,Canada,Sales,Bachelor,3977,"Traveling, Sports, Reading, Gaming",Ambivert,Educational
33,Female,Large,Divorced,No,France,Teacher,Master,4024,"Music, Gaming, Sports, Reading",Ambivert,Educational
22,Male,Large,Widowed,Yes,Canada,Sales,Secondary,3927,"Gardening, Art, Reading, Dancing",Ambivert,Entertainment
37,Female,Large,Married,No,Germany,Unemployed,Bachelor,1544,"Dancing, Traveling, Photography",Ambivert,Entertainment
46,Male,Small,Widowed,No,Germany,Unemployed,Secondary,2149,"Dancing, Gardening, Photography",Introvert,Entertainment
26,Male,Small,Married,Yes,Spain,Chef,Bachelor,2954,"Art, Gardening, Traveling, Cooking",Ambivert,Educational
28,Female,Large,Single,Yes,United States,Sales,Secondary,2329,"Photography, Gaming, Sports",Extrovert,Entertainment
18,Male,Medium,Single,No,Canada,Doctor,Secondary,1923,"Cooking, Sports, Traveling",Ambivert,Educational
53,Male,Small,Single,No,Nigeria,Manager,PhD,953,"Photography, Cooking",Ambivert,Educational
61,Male,Medium,Married,Yes,France,Engineer,Master,1584,"Music, Dancing",Extrovert,Entertainment
57,Female,Medium,Married,No,United States,Doctor,Bachelor,2892,"Gardening, Dancing",Ambivert,Entertainment
36,Female,Large,Married,No,Japan,Artist,Bachelor,3117,"Gardening, Cooking, Traveling, Art",Ambivert,Entertainment
46,Female,Large,Married,No,Canada,Designer,Bachelor,2248,"Reading, Photography",Introvert,Educational
64,Female,Small,Single,Yes,Japan,Chef,Secondary,3295,"Photography, Cooking, Art, Reading",Introvert,Educational
46,Male,Medium,Single,No,Germany,Developer,Bachelor,2679,"Reading, Gaming, Photography",Introvert,Educational
32,Male,Small,Single,No,France,Teacher,Master,4509,"Traveling, Dancing, Photography",Ambivert,Entertainment
34,Male,Large,Widowed,No,India,Designer,PhD,3006,"Reading, Gardening, Art, Sports",Ambivert,Educational
52,Female,Small,Single,No,Spain,Student,Bachelor,4036,"Dancing, Music",Extrovert,Entertainment
39,Male,Medium,Single,No,Brazil,Designer,Secondary,3444,"Music, Sports, Dancing, Art",Introvert,Entertainment
58,Male,Medium,Single,No,India,Chef,Bachelor,1518,"Music, Traveling, Reading, Cooking",Introvert,Educational
59,Male,Medium,Widowed,Yes,France,Unemployed,Bachelor,3091,"Music, Traveling, Gaming",Ambivert,Educational
19,Male,Medium,Single,No,Brazil,Designer,Secondary,1717,"Traveling, Gardening, Sports",Introvert,Educational
52,Male,Medium,Married,No,India,Unemployed,Bachelor,3070,"Gardening, Gaming, Cooking, Music",Ambivert,Entertainment
35,Female,Medium,Single,Yes,Brazil,Artist,Secondary,2306,"Gaming, Music, Art",Introvert,Entertainment
42,Female,Small,Single,No,Spain,Artist,Bachelor,3658,"Traveling, Reading",Introvert,Educational
30,Male,Medium,Married,No,Brazil,Doctor,Master,1589,"Gaming, Cooking",Ambivert,Educational
35,Female,Medium,Married,No,Germany,Teacher,Secondary,3218,"Reading, Cooking",Ambivert,Educational
33,Female,Medium,Married,No,India,Developer,Bachelor,3887,"Sports, Cooking",Introvert,Entertainment
20,Male,Large,Single,Yes,Germany,Student,Secondary,4289,"Art, Cooking, Gaming",Introvert,Entertainment
55,Female,Medium,Widowed,Yes,Canada,Teacher,Secondary,2283,"Dancing, Art, Traveling",Introvert,Educational
24,Male,Large,Married,Yes,Poland,Designer,Bachelor,3221,"Gardening, Sports",Introvert,Entertainment
36,Female,Small,Divorced,No,Nigeria,Engineer,Bachelor,3421,"Sports, Traveling",Extrovert,Educational
27,Female,Large,Single,Yes,Spain,Student,Master,5057,"Photography, Reading, Gardening",Ambivert,Educational
25,Female,Small,Single,No,Japan,Sales,Bachelor,1422,"Reading, Music",Introvert,Entertainment
35,Female,Medium,Single,No,France,Sales,Master,2107,"Traveling, Sports, Photography",Ambivert,Educational
62,Female,Medium,Married,No,Poland,Artist,Secondary,6565,"Sports, Photography, Music",Introvert,Entertainment
63,Female,Medium,Married,No,Germany,Student,Bachelor,2872,"Sports, Art, Gaming",Introvert,Entertainment
36,Male,Small,Married,No,Spain,Manager,Secondary,931,"Photography, Art, Gardening",Extrovert,Entertainment
42,Female,Large,Single,No,Poland,Doctor,Bachelor,2501,"Photography, Traveling, Dancing, Music",Introvert,Entertainment
65,Female,Medium,Single,Yes,France,Developer,Bachelor,600,"Music, Sports, Traveling, Cooking",Extrovert,Entertainment
29,Male,Large,Single,Yes,Poland,Developer,Secondary,3489,"Sports, Reading, Gaming",Extrovert,Educational
63,Female,Medium,Married,Yes,Canada,Chef,Bachelor,4172,"Dancing, Gaming, Photography",Ambivert,Entertainment
23,Female,Medium,Single,No,Nigeria,Sales,Bachelor,2106,"Traveling, Music",Ambivert,Entertainment
28,Female,Large,Single,No,United States,Artist,Secondary,2635,"Traveling, Reading, Photography, Gaming",Introvert,Educational
34,Female,Small,Single,Yes,Spain,Engineer,Bachelor,4308,"Sports, Music, Gardening",Extrovert,Entertainment
19,Male,Medium,Single,No,Canada,Student,Master,1100,"Music, Art",Extrovert,Entertainment
57,Male,Medium,Widowed,No,India,Teacher,Secondary,1614,"Art, Music, Gaming, Gardening",Ambivert,Entertainment
59,Female,Medium,Single,No,Poland,Artist,Bachelor,2926,"Dancing, Music, Reading, Sports",Introvert,Entertainment
36,Male,Small,Divorced,No,Spain,Doctor,Master,2297,"Traveling, Cooking, Art, Sports",Introvert,Educational
58,Female,Medium,Married,No,Japan,Teacher,Secondary,2847,"Gaming, Cooking",Introvert,Educational
55,Female,Medium,Married,Yes,Spain,Engineer,Secondary,1683,"Music, Cooking",Introvert,Entertainment
56,Female,Medium,Married,Yes,Japan,Artist,Bachelor,3457,"Traveling, Music, Reading, Gardening",Ambivert,Educational
56,Female,Small,Married,Yes,United States,Student,Bachelor,3021,"Photography, Music",Extrovert,Entertainment
45,Female,Medium,Married,No,Nigeria,Teacher,Master,3859,"Gaming, Art, Gardening, Music",Ambivert,Educational
23,Female,Large,Single,No,France,Student,Bachelor,3440,"Dancing, Reading",Ambivert,Entertainment
62,Male,Small,Divorced,Yes,United States,Developer,Bachelor,3448,"Traveling, Sports, Gardening, Music",Ambivert,Entertainment
47,Female,Medium,Single,No,Brazil,Unemployed,Bachelor,1464,"Art, Gardening, Gaming, Reading",Ambivert,Educational
61,Female,Large,Single,No,Canada,Developer,Secondary,3791,"Gaming, Art, Traveling",Ambivert,Educational
64,Female,Large,Single,Yes,India,Student,Bachelor,2803,"Gaming, Traveling, Gardening, Photography",Extrovert,Educational
26,Female,Small,Married,No,Japan,Developer,Secondary,3000,"Reading, Gaming, Cooking",Ambivert,Educational
37,Female,Medium,Single,No,France,Unemployed,PhD,4458,"Reading, Gaming, Photography, Music",Extrovert,Educational
27,Female,Small,Single,No,United States,Engineer,Secondary,2337,"Cooking, Dancing",Introvert,Entertainment
20,Female,Large,Single,No,Poland,Student,Secondary,4821,"Traveling, Dancing",Ambivert,Entertainment
64,Female,Medium,Single,No,France,Engineer,Master,4933,"Art, Cooking, Gardening",Ambivert,Educational
